"","state","poll_id","Harris","Trump","pollster","daystoelection","election_date","question_id","samplesize","sampletype","state_abbrev","dem_percent2024","rep_percent2024","ev_total","called2020","dem_percent2020","rep_percent2020","called2016","called2024"
"350","Florida",87744,0.418,0.468,"Suffolk",90,"11/5/24",205739,500,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"351","Florida",75620,NA,NA,"Susquehanna",1189,"11/5/24",144419,700,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"352","Florida",81748,NA,0.49,"Rasmussen",728,"11/5/24",165935,1224,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"353","Florida",87418,NA,0.45,"Redfield & Wilton Strategies",120,"11/5/24",203013,465,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"354","Florida",86634,NA,0.564,"Emerson",210,"11/5/24",196361,1000,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"355","Florida",87964,0.45,0.52,"Cherry Communications",82,"11/5/24",207479,600,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"356","Florida",80715,0.404,NA,"Suffolk",782,"11/5/24",161812,500,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"357","Florida",86684,NA,0.484,"Florida Atlantic University/Mainstreet Research",204,"11/5/24",196864,865,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"358","Florida",78368,NA,NA,"Suffolk",1014,"11/5/24",152296,500,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"359","Florida",84411,NA,0.44,"Redfield & Wilton Strategies",395,"11/5/24",183613,1100,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"360","Florida",87612,0.42,0.49,"U. North Florida",104,"11/5/24",204676,774,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"361","Florida",83169,NA,0.491,"Florida Atlantic University/Mainstreet Research",497,"11/5/24",175441,933,"a","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"362","Florida",84697,NA,NA,"Florida Atlantic University/Mainstreet Research",375,"11/5/24",186588,946,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"363","Florida",84697,NA,0.493,"Florida Atlantic University/Mainstreet Research",375,"11/5/24",186587,946,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"364","Florida",82349,NA,0.5,"U. North Florida",619,"11/5/24",170560,1452,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"365","Florida",86963,NA,0.49,"YouGov",179,"11/5/24",199319,1174,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"366","Florida",86529,NA,0.46,"Redfield & Wilton Strategies",236,"11/5/24",195232,875,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"367","Florida",87153,NA,0.46,"Florida Atlantic University/Mainstreet Research",150,"11/5/24",200795,883,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"368","Florida",87153,NA,0.49,"Florida Atlantic University/Mainstreet Research",150,"11/5/24",200796,771,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"369","Florida",81166,NA,0.451,"Florida Atlantic University",755,"11/5/24",163808,719,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"370","Florida",76752,0.494,NA,"Victory Insights",1146,"11/5/24",146303,450,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"371","Florida",86684,NA,0.513,"Florida Atlantic University/Mainstreet Research",204,"11/5/24",196863,815,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"372","Florida",86922,NA,0.514,"Big Data Poll",242,"11/5/24",198833,1378,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"373","Florida",87911,0.47,0.51,"PPP",76,"11/5/24",206992,837,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"374","Florida",87467,NA,0.497,"InsiderAdvantage",113,"11/5/24",203387,800,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"375","Florida",86787,NA,0.478,"John Zogby Strategies",206,"11/5/24",198080,749,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"376","Florida",86787,NA,NA,"John Zogby Strategies",206,"11/5/24",198079,749,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"377","Florida",75620,NA,0.42,"Susquehanna",1189,"11/5/24",144418,700,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"378","Florida",86963,NA,0.54,"YouGov",179,"11/5/24",199318,1181,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"379","Florida",87748,0.44,0.52,"McLaughlin",91,"11/5/24",205746,800,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"380","Florida",82257,NA,NA,"Cherry Communications",634,"11/5/24",169291,608,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"381","Florida",87787,0.459,0.541,"ActiVote",92,"11/5/24",206077,400,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"382","Florida",86634,NA,0.492,"Emerson",210,"11/5/24",196362,1000,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"383","Florida",87761,0.44,0.47,"Florida Atlantic University/Mainstreet Research",87,"11/5/24",205813,1055,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"384","Florida",86922,NA,0.566,"Big Data Poll",242,"11/5/24",198839,1378,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"385","Florida",81693,NA,0.49,"Victory Insights",720,"11/5/24",165598,600,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"386","Florida",87911,0.45,0.48,"PPP",76,"11/5/24",206991,837,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"387","Florida",82402,NA,NA,"Emerson",603,"11/5/24",170811,1153,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"388","Florida",82349,NA,NA,"U. North Florida",619,"11/5/24",170561,1452,"rv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"389","Florida",78368,NA,0.474,"Suffolk",1014,"11/5/24",152295,500,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"390","Florida",76752,0.507,0.493,"Victory Insights",1146,"11/5/24",146302,450,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"391","Florida",87822,0.43,0.48,"Redfield & Wilton Strategies",85,"11/5/24",206354,1296,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"392","Florida",76752,NA,0.488,"Victory Insights",1146,"11/5/24",146300,450,"lv","FL",0.429882927388103,0.560883431163111,30,"R",0.479,0.512,"R","R"
"393","Georgia",84543,NA,0.38,"Siena/NYT",380,"11/5/24",185003,629,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"394","Georgia",84864,NA,NA,"Redfield & Wilton Strategies",344,"11/5/24",187906,746,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"395","Georgia",87622,0.45,0.45,"Morning Consult",104,"11/5/24",204795,799,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"396","Georgia",84543,NA,NA,"Siena/NYT",380,"11/5/24",184836,629,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"397","Georgia",86898,NA,0.49,"Siena/NYT",191,"11/5/24",198686,604,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"398","Georgia",84543,NA,0.36,"Siena/NYT",380,"11/5/24",184997,629,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"399","Georgia",87995,0.483,0.476,"InsiderAdvantage",68,"11/5/24",207584,800,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"400","Georgia",86661,NA,0.52,"Echelon Insights",238,"11/5/24",196534,400,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"401","Georgia",86898,NA,0.42,"Siena/NYT",191,"11/5/24",198697,604,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"402","Georgia",87974,0.42,0.44,"Redfield & Wilton Strategies",72,"11/5/24",207515,699,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"403","Georgia",87257,NA,0.45,"P2 Insights",147,"11/5/24",201645,650,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"404","Georgia",86719,NA,0.47,"Morning Consult",211,"11/5/24",197228,802,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"405","Georgia",86583,NA,0.42,"Fabrizio/GBAO",233,"11/5/24",195847,600,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"406","Georgia",85766,NA,0.44,"Morning Consult",294,"11/5/24",191322,798,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"407","Georgia",87441,NA,0.49,"Florida Atlantic University/Mainstreet Research",116,"11/5/24",203331,549,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"408","Georgia",87471,0.42,0.47,"Florida Atlantic University/Mainstreet Research",114,"11/5/24",203502,341,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"409","Georgia",86989,0.41,0.49,"Morning Consult",181,"11/5/24",199535,795,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"410","Georgia",82846,NA,NA,"Public Opinion Strategies",540,"11/5/24",173315,500,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"411","Georgia",83043,NA,0.45,"Public Opinion Strategies",507,"11/5/24",174714,500,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"412","Georgia",79159,NA,0.467,"East Carolina University",883,"11/5/24",156549,868,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"413","Georgia",87960,0.468,0.481,"Spry Strategies",83,"11/5/24",207442,600,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"414","Georgia",86247,NA,0.45,"Focaldata",293,"11/5/24",193915,887,"a","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"415","Georgia",87454,NA,0.437,"Emerson",113,"11/5/24",203374,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"416","Georgia",84543,NA,NA,"Siena/NYT",380,"11/5/24",184830,629,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"417","Georgia",85339,NA,0.44,"Morning Consult",344,"11/5/24",188846,801,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"418","Georgia",85548,NA,0.42,"Redfield & Wilton Strategies",313,"11/5/24",189905,953,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"419","Georgia",84163,NA,0.47,"Rasmussen",424,"11/5/24",181598,1061,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"420","Georgia",84412,NA,0.41,"Redfield & Wilton Strategies",395,"11/5/24",183620,761,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"421","Georgia",84651,NA,0.48,"Morning Consult",372,"11/5/24",185584,803,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"422","Georgia",82846,NA,NA,"Public Opinion Strategies",540,"11/5/24",173313,500,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"423","Georgia",86328,NA,0.52,"Emerson",245,"11/5/24",194300,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"424","Georgia",87814,0.453,0.494,"Focaldata",91,"11/5/24",206380,651,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"425","Georgia",87809,0.44,0.47,"Siena/NYT",88,"11/5/24",206212,661,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"426","Georgia",80602,NA,0.45,"Echelon Insights",797,"11/5/24",161189,751,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"427","Georgia",87568,0.42,0.47,"Redfield & Wilton Strategies",106,"11/5/24",204353,1180,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"428","Georgia",86719,NA,0.49,"Morning Consult",211,"11/5/24",197227,802,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"429","Georgia",84621,NA,0.491,"Emerson",372,"11/5/24",185442,780,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"430","Georgia",86583,NA,0.44,"Fabrizio/GBAO",233,"11/5/24",195854,600,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"431","Georgia",81734,NA,0.431,"Emerson",708,"11/5/24",165847,888,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"432","Georgia",87931,0.48,0.46,"Beacon/Shaw",74,"11/5/24",207245,1014,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"433","Georgia",87684,0.44,0.46,"Redfield & Wilton Strategies",97,"11/5/24",205269,1128,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"434","Georgia",86143,0.412,0.51,"Emerson",265,"11/5/24",193083,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"435","Georgia",87317,NA,0.44,"Morning Consult",127,"11/5/24",202092,790,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"436","Georgia",87952,0.47,0.46,"Morning Consult",74,"11/5/24",207453,801,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"437","Georgia",84543,NA,0.49,"Siena/NYT",380,"11/5/24",184798,629,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"438","Georgia",84543,0.44,0.45,"Siena/NYT",380,"11/5/24",184804,629,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"439","Georgia",87960,0.489,0.493,"Spry Strategies",83,"11/5/24",207441,600,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"440","Georgia",87534,0.467,0.48,"Landmark Communications",106,"11/5/24",204025,400,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"441","Georgia",87441,0.43,0.49,"Florida Atlantic University/Mainstreet Research",116,"11/5/24",203495,549,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"442","Georgia",87441,0.37,0.46,"Florida Atlantic University/Mainstreet Research",116,"11/5/24",203498,640,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"443","Georgia",86247,NA,0.517,"Focaldata",293,"11/5/24",193921,NA,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"444","Georgia",78550,NA,0.499,"Blueprint Polling",979,"11/5/24",153502,662,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"445","Georgia",87814,0.46,0.47,"Focaldata",91,"11/5/24",206379,NA,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"446","Georgia",86143,NA,0.479,"Emerson",265,"11/5/24",193081,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"447","Georgia",87005,NA,0.51,"Prime Group",180,"11/5/24",199734,470,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"448","Georgia",87809,0.44,0.51,"Siena/NYT",88,"11/5/24",206200,661,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"449","Georgia",86457,NA,0.51,"YouGov",246,"11/5/24",194532,1126,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"450","Georgia",84963,NA,0.49,"CNN/SSRS",341,"11/5/24",188235,1068,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"451","Georgia",87809,0.41,0.47,"Siena/NYT",88,"11/5/24",206208,661,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"452","Georgia",87178,NA,0.44,"Redfield & Wilton Strategies",150,"11/5/24",201028,471,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"453","Georgia",86898,NA,0.39,"Siena/NYT",191,"11/5/24",198685,604,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"454","Georgia",84543,NA,NA,"Siena/NYT",380,"11/5/24",184818,629,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"455","Georgia",84501,NA,0.51,"Zogby",393,"11/5/24",184285,628,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"456","Georgia",86688,NA,0.51,"Beacon/Shaw",208,"11/5/24",196936,1128,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"457","Georgia",86688,NA,0.46,"Beacon/Shaw",208,"11/5/24",196932,1128,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"458","Georgia",81734,NA,NA,"Emerson",708,"11/5/24",165848,888,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"459","Georgia",87814,0.48,0.52,"Focaldata",91,"11/5/24",206259,651,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"460","Georgia",87471,0.38,0.46,"Florida Atlantic University/Mainstreet Research",114,"11/5/24",203507,312,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"461","Georgia",86530,NA,0.44,"Redfield & Wilton Strategies",236,"11/5/24",195233,760,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"462","Georgia",87602,NA,0.45,"Echelon Insights",127,"11/5/24",204629,608,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"463","Georgia",81756,NA,NA,"U. Massachusetts - Lowell",718,"11/5/24",165958,1300,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"464","Georgia",81756,NA,0.43,"U. Massachusetts - Lowell",718,"11/5/24",165957,1300,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"465","Georgia",82846,NA,0.43,"Public Opinion Strategies",540,"11/5/24",173314,500,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"466","Georgia",85828,NA,0.45,"Beacon/Shaw",284,"11/5/24",191633,1119,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"467","Georgia",86898,NA,0.5,"Siena/NYT",191,"11/5/24",198698,604,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"468","Georgia",86583,NA,0.38,"Fabrizio/GBAO",233,"11/5/24",195840,600,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"469","Georgia",87441,NA,0.46,"Florida Atlantic University/Mainstreet Research",116,"11/5/24",203497,549,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"470","Georgia",87543,0.433,0.459,"Emerson",106,"11/5/24",204154,800,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"471","Georgia",85766,NA,0.49,"Morning Consult",294,"11/5/24",191323,798,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"472","Georgia",84412,NA,0.43,"Redfield & Wilton Strategies",395,"11/5/24",183614,761,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"473","Georgia",87016,NA,0.47,"Benenson Strategy Group/GS Strategy Group",183,"11/5/24",199760,600,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"474","Georgia",87764,0.48,0.48,"Benenson Strategy Group/GS Strategy Group",102,"11/5/24",205824,405,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"475","Georgia",87814,0.46,0.47,"Focaldata",91,"11/5/24",206378,651,"a","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"476","Georgia",84850,NA,0.39,"J.L. Partners",344,"11/5/24",187865,550,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"477","Georgia",84543,NA,0.49,"Siena/NYT",380,"11/5/24",184792,629,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"478","Georgia",87317,NA,0.47,"Morning Consult",127,"11/5/24",202093,790,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"479","Georgia",84651,NA,0.43,"Morning Consult",372,"11/5/24",185585,803,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"480","Georgia",84543,NA,NA,"Siena/NYT",380,"11/5/24",184824,629,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"481","Georgia",81625,NA,0.52,"Targoz Market Research",734,"11/5/24",165315,579,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"482","Georgia",87471,NA,0.48,"Florida Atlantic University/Mainstreet Research",114,"11/5/24",203500,341,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"483","Georgia",84864,NA,0.45,"Redfield & Wilton Strategies",344,"11/5/24",187905,746,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"484","Georgia",87471,NA,0.44,"Florida Atlantic University/Mainstreet Research",114,"11/5/24",203505,312,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"485","Georgia",87944,0.501,0.49,"Emerson",72,"11/5/24",207318,800,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"486","Georgia",86494,NA,0.51,"Marist",239,"11/5/24",194804,1177,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"487","Georgia",87931,0.5,0.48,"Beacon/Shaw",74,"11/5/24",207246,1014,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"488","Georgia",86546,NA,0.45,"Morning Consult",242,"11/5/24",195292,788,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"489","Georgia",86143,NA,0.45,"Emerson",265,"11/5/24",193082,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"490","Georgia",87419,NA,0.46,"Redfield & Wilton Strategies",120,"11/5/24",203014,433,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"491","Georgia",87429,NA,0.472,"InsiderAdvantage",113,"11/5/24",203134,800,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"492","Georgia",84963,NA,NA,"CNN/SSRS",341,"11/5/24",188236,1068,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"493","Georgia",87454,NA,0.473,"Emerson",113,"11/5/24",203367,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"494","Georgia",87213,NA,0.449,"Emerson",145,"11/5/24",201272,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"495","Georgia",84963,NA,0.42,"CNN/SSRS",341,"11/5/24",188238,1068,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"496","Georgia",84621,NA,0.469,"Emerson",372,"11/5/24",185437,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"497","Georgia",80602,NA,NA,"Echelon Insights",797,"11/5/24",161204,751,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"498","Georgia",84864,NA,NA,"Redfield & Wilton Strategies",344,"11/5/24",187907,746,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"499","Georgia",81307,NA,0.47,"Rasmussen",744,"11/5/24",164263,1053,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"500","Georgia",87505,NA,0.45,"Redfield & Wilton Strategies",112,"11/5/24",203609,618,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"501","Georgia",87588,0.464,0.499,"SoCal Research",103,"11/5/24",204533,505,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"502","Georgia",87602,NA,0.49,"Echelon Insights",127,"11/5/24",204622,608,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"503","Georgia",85339,NA,0.49,"Morning Consult",344,"11/5/24",188847,801,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"504","Georgia",87109,NA,0.43,"Quinnipiac",159,"11/5/24",200507,1203,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"505","Georgia",87510,NA,0.454,"U. Georgia SPIA",119,"11/5/24",203622,1000,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"506","Georgia",87213,NA,0.523,"Emerson",145,"11/5/24",201265,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"507","Georgia",86143,NA,0.505,"Emerson",265,"11/5/24",193084,1000,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"508","Georgia",87704,0.48,0.48,"Fabrizio/Impact",104,"11/5/24",205572,600,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"509","Georgia",87441,NA,0.43,"Florida Atlantic University/Mainstreet Research",116,"11/5/24",203496,640,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"510","Georgia",87471,NA,0.49,"Florida Atlantic University/Mainstreet Research",114,"11/5/24",203501,312,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"511","Georgia",81488,NA,0.469,"Emerson",739,"11/5/24",164882,1000,"lv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
"512","Georgia",86989,NA,0.47,"Morning Consult",181,"11/5/24",199534,795,"rv","GA",0.485252923067547,0.507172953995549,16,"D",0.495,0.493,"R","R"
